,Title,Genre,Favorite count,Maximum Visits,Total Visitors,likes count,dislikes count,Description,Date Created,Date Updated,GC - Most Engaging,GC - Up-and-Coming,GC - Popular,GC - People Love,Current Date,Age of Game,Visitors Per Day,Likes Per Day,Dislikes Per Day,Ratings Per Day,Favorites Per Day,Title length,Desc length
112,gacha online| custom oc rp (roleplay),All Genres,969780,35,324669988,164415,71038,"➡️ Gacha Online's content is 100% free, supported by your donations and premium playtime! ⬅️

( Game Version 1.498 - 5/9/21 - Minor update (NEW CONTENT COMING SOON!))

~~~~~~~ Welcome to Gacha Online BETA! ~~~~~~~ (*・ω・)ﾉ
Customize your Gacha OCs in Roblox, just like Gacha Life -- ⭐BUT MULTIPLAYER!⭐

Have fun Roleplaying, Exploring, and just hanging out with new friends!
-- Make Gacha Mini Movies live and with your friends!
-- Customize your characters right next to your buddies!
-- COMPLETELY FREE CUSTOMIZATION!

-- Made with ❤️ by Snowdust --

Remember to like 👍 the game, and tell your friends about it!

This is an official fangame of the Gacha Club and Gacha Life series made by Lunime.
You can find them on the app store!


Map Credits:
Middle Park & Cat Cafe: Game ""Sweet Dance""
School Plaza, Gym, Nurse, Pool & Office: ""Maddoktor2""",7/5/2020,5/25/2021,1,0,1,0,2021-05-27,326,995920.2085889571,504.340490797546,217.90797546012269,722.2484662576687,2974.7852760736196,37,845
113,[ dragon   ] king legacy,All Genres,574791,12,350314823,256438,22599,"Join Dis for more code

Level Cap: 3100
There are 30 Physical Fruits In Game

- Fruits spawn in the map every 30 Minutes / Despawn 15 Minutes.
- First Time you join game you have 0.1% to get free Conqueror Ability",12/17/2019,5/23/2021,0,0,0,0,2021-05-27,527,664734.0094876661,486.59962049335866,42.88235294117647,529.4819734345351,1090.685009487666,24,213
114,[streaks] big paintball!,FPS,3269747,18,795011481,1060300,182298,"Experience Roblox's premier paintball game! Cover your friends in paint on crazy battlefields! Unlock unique paintball guns with awesome effects! Complete challenges and level up! Unleash insane killstreaks!

📣 LATEST UPDATE 📣
- 💥 New streaks! Purchase new streaks like the Mini Sentry, Supply Drop, and Armored Sentry!
- 🏳️ New Factory map!
- 🏳️ New Bridge 2021 map!
- 👾 Hacker gun pack!
- 🔥 New guns including Gem Stone Scar, Lightning Gun, Unicorn Gun, and more!
- 🤩 Purchase a 5th streak slot!
- ⏪ Vote on last map!
- 💬 Chinese, French, German, Korean, Portuguese, Spanish support! 
- ⚙️ Tons of huge performance & QOL additions!


🏆 2019 Award Winner 🏆


🔔 Follow for game updates! 🔔",7/24/2019,5/25/2021,0,0,1,1,2021-05-27,673,1181294.9197622587,1575.482912332838,270.8736998514116,1846.3566121842496,4858.465081723625,24,688
115,[x2 exp beli] nok piece,All Genres,30932,18,4679818,15312,1428,"THIS GAME MAY CONTAINS BUGS AS THE GAME IS BEING IN DEVELOPMENT

MOBILE IS SUPPORTED

-Fruit will be spawned in the map every 30 minute / despawn 15 minute,

-Max Level Cap - 500
-Max Stats Cap - 500

-!musicoff to disable the game music. 
-!musicon to enable the game music.
-!drop to drop fruit.
--------------------------------
Controls : 

CTRL - Run
Q - Dash
Space - Geppo
B - Armament Haki
--------------------------------
All of the other information are in the game trello.
",3/27/2021,5/25/2021,0,0,1,0,2021-05-27,61,76718.32786885246,251.01639344262296,23.40983606557377,274.42622950819674,507.08196721311475,23,482
116,update #4 livetopia,Town and City,127370,22,13365682,20106,2249,"______/👁 What's New 👁\______
❣️ Little Red Riding Hood unlocked! Thank you for all the likes :) Scroll down for more unlockable items!
🎆 Light up the Fireworks!
🏘️ More and better Houses!!
🎎 Play with your friends and unlock unique Pets together~

For all new players, we want to send our warmest welcome to you:
✔️ Roleplaying! Choose your own roles, outfits, and careers!
🏡 Own different houses and cars!
🚁 Fly in the air! Heli and Hot-air Balloons!
🐱 Play with unique pets! Aren't they cute??!!??
🧐 Find secrets in the place! Or maybe just chill...

Sneak Peek: https://devforum.roblox.com/t/livetopia-weekly-sneak-peek (updated 5/21)
Patch Notes: https://devforum.roblox.com/t/livetopia-patch-notes

Thumbs-up 👍 and Favorite ⭐ if you enjoy the game and Follow 🔊 us to get timely updates! 
_______/🔥 Lovetopia 🔥\_______
👍 10,000 Likes to unlock Money Gun! (🔫 unlocked)
👍 15,000 Likes to unlock Lolipop! (🍭 unlocked)
👍 20,000 Likes to unlock Hot Dog Suit!
",4/28/2021,5/25/2021,0,1,1,0,2021-05-27,29,460885.5862068966,693.3103448275862,77.55172413793103,770.8620689655172,4392.068965517241,19,958
117,mad city,Town and City,4608084,26,1698192096,1298099,279152,"The boss and gift event has ended! Congratulations to the people who won the rewards!

Welcome to Mad City, where the choice is yours to choose the power of good or evil. Cause chaos in the city streets as a criminal and super villain or join the super heroes and police force to bring justice to the city. With so many heists, the chaos never stops!

Follow the developers on twitter for updates and special codes:
Lead Developer: @Taymastar 
Lead Programmer: @ChiefDaysRBLX @osedaycan
World Builder: @FamedChris & @TheGemini_II
3D Modeler: @Nic10Telf
Official Twitter: @SchwiftyStudios

LAST UPDATE:
🦌Boss Battle
🎁Gift Rewards
❄️Winter Map
☃️More!

Special thanks to these awesome people: 
@TacticalFrosty @rightIess @kiouhei @Mockerii @Ep1cDrew @PixelatedCandy @DevFoxby @ItsAmmon @PerhapzRBLX @FoxOfJulyy",12/3/2017,4/30/2021,0,0,1,1,2021-05-27,1271,1336107.077891424,1021.3210070810386,219.6317859952793,1240.952793076318,3625.5578284815106,8,808
118,  ttd 3,All Genres,870225,42,204105216,189837,60647,"🌟 THANK YOU ALL FOR 200M+ VISITS! 🌟

🕺 LIL' OCTANE, AMAZING CUBE, CYBERDYNE SALUTE, DOSIDO, WILBUR DANCE AND 3 MORE EMOTES ADDED! 🕺 

🎤 NEW PROPS ADDED TO THE PROP SHOP! 🎤

Check out our new LIMITED TIME prop: https://www.roblox.com/game-pass/18182358/ (ROCKIN' GUITAR)

➡️ Find more about our update in 'Change Logs' Below! ⬅️

👋 Welcome to TTD 3 👋
TTD 3 is a game based on dancing with friends and meeting new ones! 
We offer over 170+ Emotes that are available from the beginning!

• [Click to Sync] New sync system in testing!
• [/togglesync] Toggle's syncing for you so that other player's cannot sync with you!
• [/refresh] To refresh your avatar while keeping the same position and camera angle!

In-Game Rules: https://devforum.roblox.com/t/1248214
Game Credits: https://devforum.roblox.com/t/1228027
Change Logs: https://devforum.roblox.com/t/1246755",10/2/2020,5/25/2021,0,0,0,0,2021-05-27,237,861203.4430379746,801.0,255.8945147679325,1056.8945147679324,3671.8354430379745,7,859
119,tank simulator,Military,90416,20,6204135,28711,2295,"Welcome to Tank Simulator! Fight in many different historical tanks throughout time, and become the mightiest tank of all time!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
At least 10% of all the games revenue goes towards charity!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Support development and give us suggestions for updates by joining Simple Games!
https://www.roblox.com/groups/7312028/Simple-Games-Incorporated#!/about
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Please leave a 👍 Thumbs Up & ⭐️ Favorite if you enjoyed the game! And follow the devs at
https://twitter.com/UndoneBuilder
https://twitter.com/NPh_rd
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙",10/4/2019,5/24/2021,0,1,1,1,2021-05-27,601,10323.01996672213,47.7720465890183,3.8186356073211316,51.590682196339436,150.44259567387687,14,626
120,world // zero,RPG,918560,12,116001405,322792,20405,"- World 7 is here!
- Dungeon 7-1 released
- Level cap raised to 95
- Tower 3 coming soon!

🌎 Welcome to World // Zero! 🌎
Choose a starter class and battle your way through 6 Worlds with over 20 unique Dungeons. Defeat fearsome bosses, unlock new classes, collect pets, find rare loot and go on an epic adventure!

🏆 2019 Bloxy Award for Best Use of Tech! 🏆
🏆 2020 Bloxy Award for Most Immersive Experience! 🏆",1/8/2019,5/22/2021,1,0,1,0,2021-05-27,870,133334.94827586206,371.0252873563218,23.45402298850575,394.4793103448276,1055.816091954023,13,408
121,[arcane knight + 5x stats] a hero's destiny,All Genres,97260,12,23898220,42919,8047,"Train with friends, battle difficult enemies, and complete challenging quests while working your way towards becoming the strongest! 

Changelog
- New legendary class
- Three new ranks
- Some minor changes to the map and bug fixes

Controls
Z - Train
X - Lockon
N - Equip Sword (Ninja)
Q/E/R/F/C - Abilities
G - Awakening
CTRL - Sprint",3/1/2021,5/22/2021,1,0,1,0,2021-05-27,87,274692.183908046,493.32183908045977,92.49425287356321,585.816091954023,1117.9310344827586,43,335
122,[ super luck ] bubble gum simulator,All Genres,3173187,10,1122492579,919361,119676,"Super Luck Event!
- 🍀 2x Luck
- 💪 2x Mythic
- ⚡ 2x Hatch Speed

🚨 UPDATE 75 🚨
🏆 New Bubble Pass for season 20!
💪 Competitive leaderboards are back!
🥚 New egg in the Shadow Realm (Corrupted Egg)
🐶 16 new pets!
🔥 ??
💰 60% off sale on all gamepasses!
💸 50% off sale on all boosts!
🐰 Easter event has ended! We hope you enjoyed our biggest egg hunt yet
🎮 Bug fixes for gamepad auto-hatch.

Subscribe to the Rumble Studios YouTube channel to redeem exclusive rewards, including a special pet, more inventory space, and free boosts! 👍 Tutorial: https://youtu.be/NweUYpsrS3c

Welcome to Bubble Gum Simulator! Blow bubbles to reach new heights in the clouds. Sell your bubbles or collect coins to buy upgrades! Hatch pets as companions to help you on your adventure.

A game by Rumble Studios.",10/23/2018,5/8/2021,1,0,1,1,2021-05-27,947,1185314.2333685323,970.8141499472017,126.37381203801479,1097.1879619852166,3350.778247096093,35,785
123,warrior cats: ultimate edition,RPG,284074,60,26005454,66142,3667,"🚀MAY 15 UPDATE: Picking up kits, 3 new emotes + much more!

Create your own Warrior Cat and roleplay in this official game based on ""Warriors"", The New York Times best-selling series of fantasy books.

Warrior Cats: Ultimate Edition brings the ""Warriors"" series off the written page and into the Roblox world!

🎨Create your own Warrior Cats, and your own story.
🐾Choose the path of a Warrior, a Medicine Cat, or perhaps even a Clan Leader!
🗺️Explore the Forest Territory and the Clans who inhabit it...
💬Develop friendships, alliances, and identify your foes!
🌟Construct your own story in this immersive environment, and control your own destiny.

⚠️This game is Mobile/Tablet compatible, but may not run well on older devices.

Controls:
Q/E to change speeds.
V to drop held item.
M to open/close minmap
Shift+P to toggle cinematic camera
Animation hotkeys found ingame!

Asset Attributions:
https://devforum.roblox.com/t/warriorcatsrp-asset-attributions",8/15/2019,5/25/2021,1,1,1,0,2021-05-27,651,39946.93394777266,101.60061443932412,5.632872503840246,107.23348694316437,436.36559139784947,30,955
124,break in (story),All Genres,2156023,70,853644123,511246,54524,"Move in day! There are white brick balconies, an absence of drapes, nostalgic pictures lining the walls and the smell of new house. A wooden staircase leads upstairs where 12 beds wait lamely for occupants.
 
The night may be stormy, but there are 11 unfamiliar players for you to meet, and a house full of secrets waiting to be discovered. 

Oh, and the murderers. I almost forgot to mention the murderers.

Sincerely, your fren
Cracky4









special thanks to:
roytt - spanish translation 
viridial & korky5000 & resonating - building 
osyris & foryxev - scripting help
docsurrykat - npc design of background characters
samsonxvi & kerfoogle - quality assurance 
simdiggie & splashgameart - animations
defaultio - richtext
devsatwork - house
catfartswithrainbows - kitten
gkku - particles",9/9/2019,5/9/2021,0,0,1,1,2021-05-27,626,1363648.7587859426,816.6869009584665,87.09904153354633,903.7859424920129,3444.1261980830673,16,793
125,[ codes ] demon slayer rpg,All Genres,431854,18,49742922,169703,18860,"Xbox Controls: https://devforum.roblox.com/t/demon-slayer-rpg-2-xbox-controls/767462

[IMPORTANT] This game is in testing, expect some bugs and glitches when playing the game. 

""Demon Slayer RPG 2"" is a fangame on the popular manga/anime series Demon Slayer created by Koyoharu Gotouge.

Slay the Evil Demons of the night or betray humanity for more power. Fight, Explore, and grow stronger as you discover new abilities and techniques. Journey into the night, either alone or with your friends. 

Developers
Higoshi - Project Lead, Programmer
Cuansety/NooberSaures - World Builder
SpectralGames/Dreadful/BenereV2- VFX
Trexori - Mesh Maker
Catcrew - Face Designer
vidgamenate - SFX, Game Design
VastFRX - UI Design

Credits: Sizzorsx (Scripting Help), ELEVAT_R(Hair Models), Globnik (Clothing)
Blotnik (Clothing)
Cycthe (Clothing)

If you wish to turn off the music, type ""!music off"" in chat.

Group: https://www.roblox.com/groups/5126223/Demon-Slayer-RPG#!/about",2/26/2020,5/20/2021,1,0,1,0,2021-05-27,456,109085.3552631579,372.155701754386,41.35964912280702,413.515350877193,947.0482456140351,26,965
126,zara larsson launch party,All Genres,61264,50,3621023,22543,11441,"Join pop star Zara Larsson at her Swedish lake house for an exclusive performance and Q&A in celebration of the release of her new album, Poster Girl: Summer Edition. The party starts at 4 PM PDT on Friday, May 21st and will re-air throughout the weekend. Be sure to explore the whole Zara Larsson Experience and:  

🛥️ Race boats around the lake

👠 Have a fashion show in Zara’s closet

👗 Dress up your avatar in Zara-inspired merch

🕺 Hit the dance floor with emotes inspired by Zara

Showtimes:
Friday 5/21 at 4 PM PDT
Saturday 5/22 at 1 PM PDT
Saturday 5/22 at 9 PM PDT
Sunday 5/23 at 9 AM PDT

Warning: This launch party contains bright, flashing lights and/or imagery that may cause discomfort and/or seizures for those with photosensitive epilepsy. Viewer discretion is advised.",4/8/2021,5/23/2021,0,0,1,0,2021-05-27,49,73898.42857142857,460.0612244897959,233.48979591836735,693.5510204081633,1250.2857142857142,25,785
127, work at a pizza place,Town and City,9808246,12,3194895223,2093176,149464,"🤝Work as a team to fulfill food orders.
🏠Use your work earnings to upgrade your house and buy furniture.

👕Pizza place merch and toys can be found on our amazon page. See 'Social Links' below.

Staff
 @RBXZach: Lead Builder
 @MrJesseh, @iStratixRBLX - Community Managers

Contributors
KyleAllenMusic: Soundtrack Composer
 ID0ntHaveAUse: Game icon artist
 @RobloxLocalize, @PeteyK473 - Translations
 @MikeCatSU: Comic and sticker artist
",3/28/2008,5/21/2021,0,0,0,0,2021-05-27,4808,664495.6786605658,435.35274542429283,31.086522462562396,466.43926788685525,2039.984608985025,22,436
128,2x exp! dungeon quest!,All Genres,1657944,40,1352076561,680431,64884,"⭐2x EXP will last until the next dungeon release!⭐ (This stacks with other EXP boosts)

Lost data? Use in the in game options menu to recover data.

Battle through dungeons with friends to slay the boss that awaits!
Acquire tons of loot and upgrade the gear you get to become powerful and face stronger enemies!

Join https://www.roblox.com/groups/4788489/Dungeon-Quest#!/about to see updates to the game.",9/25/2018,5/21/2021,0,0,1,0,2021-05-27,975,1386745.1907692307,697.8779487179487,66.5476923076923,764.425641025641,1700.4553846153847,22,405
129,cosmic club roblox,RPG,1610655,55,717527348,257221,26253,"✨ COSMIC UPDATE!
👶 DAYCARE ROLEPLAY UPDATE!
✨ LITTLE ROBOTS UPDATE!
🏠 ROLEPLAY FAMILY HOME UPDATE! 

Club Roblox is a world of possibilities! 👶 Adopt a baby 🏠 Build a home 🐶 Adopt a pet 🎳 Play loads of mini-games and 🎫 Take part in weekly events!
---------------------------------------------------------------- 
🏆 https://www.roblox.com/My/Groups.aspx?gid=3250407
---------------------------------------------------------------- 
Please give a Thumbs Up & Favourite! 
---------------------------------------------------------------- 
[Bonus] 💎 Join Block Evolution Studios for promo codes!
---------------------------------------------------------------- 
Developed by Block Evolution Studios ©
",7/12/2019,5/22/2021,0,0,1,1,2021-05-27,685,1047485.1795620437,375.5051094890511,38.325547445255474,413.8306569343066,2351.3211678832117,18,696
