,Title,Genre,Favorite count,Maximum Visits,Total Visitors,likes count,dislikes count,Description,Date Created,Date Updated,new_text
66,westbound [ spring update],Western,442804,24,65894878,139056,25429," Spring Update:
-UI has also been upgraded and a tutorial has been added! Complete the tutorial to earn cash rewards!
-Bank robberies buffed!
-Robbery notifications added!
-New piano music!
-New gold buffalo rifle for rich players, $25k!

🤠Welcome to Westbound, an old fashioned cowboy action game! Live the life of a wanted outlaw, make it as a bounty hunter, or hunt and mine to earn your riches. Earn your fame and become a Legend of the Wild West!

 This game is still in beta!",10/9/2018,5/14/2021,"westbound [ spring update] Spring Update:
-UI has also been upgraded and a tutorial has been added! Complete the tutorial to earn cash rewards!
-Bank robberies buffed!
-Robbery notifications added!
-New piano music!
-New gold buffalo rifle for rich players, $25k!

🤠Welcome to Westbound, an old fashioned cowboy action game! Live the life of a wanted outlaw, make it as a bounty hunter, or hunt and mine to earn your riches. Earn your fame and become a Legend of the Wild West!

 This game is still in beta!"
67,food magnet simulator,Adventure,33094,12,5704431,14631,2448," THUMBS UP OUR GAME and use code ""ULTIMATE"" for free coins! NEW EPIC CODE AT 20,000 LIKES   (also use code FREEBOOST)

🧺 Welcome to Food Magnet Simulator! Collect Foods, buy upgrades, collect pets, discover new areas.🧺

 EQUIP BASKET (TOOL) TO COLLECT FOODS! 

x2 Super Rebirths!!

[ UPDATE LOG ]
+New OP Pets
+New Global Leaderboard (Token Level)
+More Upgrade Options
+Future Area with x5 Coins
+Upgrade Tokens Area
+Bugs Fixes
+12 New Pets
+3 New Codes

 From the same creator of Crystal Magnet Simulator 

 Programmer/Owner: AtanHero
  Follow @AtanHeroX On Twitter For Codes! 
 Thumbs Up For New Updates 

 All Pet models by Interbyte Studios 
 Created By AHZ STUDIOS! ",3/20/2021,5/26/2021,"food magnet simulator THUMBS UP OUR GAME and use code ""ULTIMATE"" for free coins! NEW EPIC CODE AT 20,000 LIKES   (also use code FREEBOOST)

🧺 Welcome to Food Magnet Simulator! Collect Foods, buy upgrades, collect pets, discover new areas.🧺

 EQUIP BASKET (TOOL) TO COLLECT FOODS! 

x2 Super Rebirths!!

[ UPDATE LOG ]
+New OP Pets
+New Global Leaderboard (Token Level)
+More Upgrade Options
+Future Area with x5 Coins
+Upgrade Tokens Area
+Bugs Fixes
+12 New Pets
+3 New Codes

 From the same creator of Crystal Magnet Simulator 

 Programmer/Owner: AtanHero
  Follow @AtanHeroX On Twitter For Codes! 
 Thumbs Up For New Updates 

 All Pet models by Interbyte Studios 
 Created By AHZ STUDIOS! "
68,robeats!   [mmo rhythm game],Sci-Fi,683088,100,171821771,283813,76614,"YOU'VE ALWAYS DREAMED OF BEING A STAR AND NOW YOU'RE FINALLY HERE! THE BIG CITY. IT'S THE PLACE TO BE!

Welcome to RoBeats!
Compete in 4-player head-to-head rhythm matches!
  Hundreds of songs to unlock. We've got all your favorites!
  Complete missions to earn coins and up your rank.
  Live updates with new content every day.

PROTIP: Default controls are ""ASDF"", but try playing with ""JKL;"" to use both hands. You can rebind your keys in the Misc -> Settings menu.

To get the latest updates and get involved in the community, follow @spotco (twitter.com/spotco - Check the pinned message!)",3/15/2017,5/25/2021,"robeats!   [mmo rhythm game]YOU'VE ALWAYS DREAMED OF BEING A STAR AND NOW YOU'RE FINALLY HERE! THE BIG CITY. IT'S THE PLACE TO BE!

Welcome to RoBeats!
Compete in 4-player head-to-head rhythm matches!
  Hundreds of songs to unlock. We've got all your favorites!
  Complete missions to earn coins and up your rank.
  Live updates with new content every day.

PROTIP: Default controls are ""ASDF"", but try playing with ""JKL;"" to use both hands. You can rebind your keys in the Misc -> Settings menu.

To get the latest updates and get involved in the community, follow @spotco (twitter.com/spotco - Check the pinned message!)"
69,[read desc pls] basically fnf,All Genres,889033,16,137333077,315702,33866,"Apparently the game got put out of review, neat.
This is now the old version of the game.

The new version should be coming out soon, so here's the place until then: https://www.roblox.com/games/6520999642

basically Friday Night Funk
All songs are by Kawai Sprite (except Whitty's week), listen to some of his music. Makes some absolute bangers.
RickWindows1 made the microphone  

Controls: WASD and Arrow Keys

NOTICE: I made the game as nothing more than a small project, I didn't want to work on it anymore than a few days. And now that those few days have passed it's over. That's all.",2/19/2021,5/14/2021,"[read desc pls] basically fnfApparently the game got put out of review, neat.
This is now the old version of the game.

The new version should be coming out soon, so here's the place until then: https://www.roblox.com/games/6520999642

basically Friday Night Funk
All songs are by Kawai Sprite (except Whitty's week), listen to some of his music. Makes some absolute bangers.
RickWindows1 made the microphone  

Controls: WASD and Arrow Keys

NOTICE: I made the game as nothing more than a small project, I didn't want to work on it anymore than a few days. And now that those few days have passed it's over. That's all."
70,critical strike v5.7.5,Fighting,355722,8,58574907,115845,29527,"WARNING: This game has a lot of flashing visual effects, seizure warning.

Critical Strike is a class fighting game, that's all.",3/31/2013,9/27/2020,"critical strike v5.7.5WARNING: This game has a lot of flashing visual effects, seizure warning.

Critical Strike is a class fighting game, that's all."
71,cut the grass  ,Adventure,43468,12,5436868,24362,6468," THUMBS UP our game and USE CODE: 5KLIKES for awesome rewards!
AND Join our group for a FREE pet   https://www.roblox.com/groups/8242204  

Welcome to Cut The Grass  

Tired of dying? Go to the settings button and turn on passive mode!

HOW TO PLAY:
⚡Buy mowers to get more grass, and upgrade them to multiply your grass.
 Use your grass shuriken to fight other players. 
 Sell for coins to upgrade your mower in the store. 
 Travel to NEW zones with OP multipliers!
 Rebirth for an OP multiplier!
 Try to get to the top of the leaderboards!

 Invite some of your friends for special boosts!
 Drop a like to see continuous updates!
New code every 1k likes, use code ""5KLIKES""

Update 8:
CRAFTING!
Patches!

⭐Join our group for EXCLUSIVE rewards!
  20% Extra Coins
⚡ Chat Tag
✨ Group Chest",11/23/2020,5/23/2021,"cut the grass   THUMBS UP our game and USE CODE: 5KLIKES for awesome rewards!
AND Join our group for a FREE pet   https://www.roblox.com/groups/8242204  

Welcome to Cut The Grass  

Tired of dying? Go to the settings button and turn on passive mode!

HOW TO PLAY:
⚡Buy mowers to get more grass, and upgrade them to multiply your grass.
 Use your grass shuriken to fight other players. 
 Sell for coins to upgrade your mower in the store. 
 Travel to NEW zones with OP multipliers!
 Rebirth for an OP multiplier!
 Try to get to the top of the leaderboards!

 Invite some of your friends for special boosts!
 Drop a like to see continuous updates!
New code every 1k likes, use code ""5KLIKES""

Update 8:
CRAFTING!
Patches!

⭐Join our group for EXCLUSIVE rewards!
  20% Extra Coins
⚡ Chat Tag
✨ Group Chest"
72,[release + huge update] stands awakening [beta],All Genres,47131,15,8065973,20192,4064,"JOIN THE GROUP:
https://www.roblox.com/groups/7944567/Awakened-Productions#!/about

NOTE: THIS IS ONLY THE BASE REVAMP, MORE CONTENT IS BEING ADDED IN THE FUTURE

Welcome to Stands Awakening, the rewritten version of A Bizarre Day Modded 

Stands Awakening functions like A Bizarre Day Modded but with a rewritten and improved upon source code which will help cut down on exploiters and bugs with some small yet good features like cooldown and damage indicators Currently, Stands Awakening is in its Beta stage, and is nowhere near a complete state, new content and Stand reworks will be added as time goes on.

waht the j",10/3/2020,5/19/2021,"[release + huge update] stands awakening [beta]JOIN THE GROUP:
https://www.roblox.com/groups/7944567/Awakened-Productions#!/about

NOTE: THIS IS ONLY THE BASE REVAMP, MORE CONTENT IS BEING ADDED IN THE FUTURE

Welcome to Stands Awakening, the rewritten version of A Bizarre Day Modded 

Stands Awakening functions like A Bizarre Day Modded but with a rewritten and improved upon source code which will help cut down on exploiters and bugs with some small yet good features like cooldown and damage indicators Currently, Stands Awakening is in its Beta stage, and is nowhere near a complete state, new content and Stand reworks will be added as time goes on.

waht the j"
73,tank simulator,Military,100791,20,7092492,32131,2569,"Welcome to Tank Simulator! Fight in many different historical tanks throughout time, and become the mightiest tank of all time!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
At least 10% of all the games revenue goes towards charity!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Support development and give us suggestions for updates by joining Simple Games!
https://www.roblox.com/groups/7312028/Simple-Games-Incorporated#!/about
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Please leave a   Thumbs Up & ⭐️ Favorite if you enjoyed the game! And follow the devs at
https://twitter.com/UndoneBuilder
https://twitter.com/NPh_rd
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙",10/4/2019,5/28/2021,"tank simulatorWelcome to Tank Simulator! Fight in many different historical tanks throughout time, and become the mightiest tank of all time!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
At least 10% of all the games revenue goes towards charity!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Support development and give us suggestions for updates by joining Simple Games!
https://www.roblox.com/groups/7312028/Simple-Games-Incorporated#!/about
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Please leave a   Thumbs Up & ⭐️ Favorite if you enjoyed the game! And follow the devs at
https://twitter.com/UndoneBuilder
https://twitter.com/NPh_rd
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙"
74,  mako mermaids!  ,All Genres,558903,15,140106359,58887,10440,"Welcome to Mako Mermaids, a game based on & inspired by the Mako Mermaids and H2O Just Add Water Series!

Here you can have fun with your friends as a mermaid/merman or human, explore the ocean or other places on land, and much more! 

------------------  ------------------
Original game created by Qwerbly in March 2019

[This game is currently a work in progress]

-------------- Updates ---------------

~ new moon ring ability!  

------------------  ------------------

● Disclaimer: This game is not taking part in the Mako Mermaids Community, nor any other Mermaids/Mermen Communities!

------------------   ------------------

✽ Game Icon by KingHonkYus ✽

------------------ ⭐-------------------

©2019 - All rights reserved to Jonathan M. Shiff Productions",3/30/2019,5/16/2021,"  mako mermaids!  Welcome to Mako Mermaids, a game based on & inspired by the Mako Mermaids and H2O Just Add Water Series!

Here you can have fun with your friends as a mermaid/merman or human, explore the ocean or other places on land, and much more! 

------------------  ------------------
Original game created by Qwerbly in March 2019

[This game is currently a work in progress]

-------------- Updates ---------------

~ new moon ring ability!  

------------------  ------------------

● Disclaimer: This game is not taking part in the Mako Mermaids Community, nor any other Mermaids/Mermen Communities!

------------------   ------------------

✽ Game Icon by KingHonkYus ✽

------------------ ⭐-------------------

©2019 - All rights reserved to Jonathan M. Shiff Productions"
75,naval warfare,Naval,591747,60,152843229,142226,17351,"Coins reset when you leave

Group: https://www.roblox.com/groups/4987884/IllIllI#!/about",8/13/2018,5/24/2021,"naval warfareCoins reset when you leave

Group: https://www.roblox.com/groups/4987884/IllIllI#!/about"
76,[4 characters] friday night funkyn' rp,All Genres,112904,45,19100991,17236,3955,"""Little info, you have FULL PERMISSION to stream, letsplay, meme, do WHATEVER you want with the game.
Use the music in videos you do, use art, ANYTHING. GO CRAZY BRO."" - FNF Team


also contains 13+ stuffs I think so be warned

fanmade game
all credits goes to the original Friday night funkyn' creators
ninja_muffin99 - Programming
PhantomArcade and evilsk8r - Artists
kawaisprite - Music

Tags : Friday Night Funk , Friday Night Funkyn' , friday night funk",10/24/2020,5/24/2021,"[4 characters] friday night funkyn' rp""Little info, you have FULL PERMISSION to stream, letsplay, meme, do WHATEVER you want with the game.
Use the music in videos you do, use art, ANYTHING. GO CRAZY BRO."" - FNF Team


also contains 13+ stuffs I think so be warned

fanmade game
all credits goes to the original Friday night funkyn' creators
ninja_muffin99 - Programming
PhantomArcade and evilsk8r - Artists
kawaisprite - Music

Tags : Friday Night Funk , Friday Night Funkyn' , friday night funk"
