,Title,Genre,Favorite count,Maximum Visits,Total Visitors,likes count,dislikes count,Description,Date Created,Date Updated
116,update #4 livetopia,Town and City,127370,22,13365682,20106,2249,"______/👁 What's New 👁\______
❣️ Little Red Riding Hood unlocked! Thank you for all the likes :) Scroll down for more unlockable items!
🎆 Light up the Fireworks!
🏘️ More and better Houses!!
🎎 Play with your friends and unlock unique Pets together~

For all new players, we want to send our warmest welcome to you:
✔️ Roleplaying! Choose your own roles, outfits, and careers!
🏡 Own different houses and cars!
🚁 Fly in the air! Heli and Hot-air Balloons!
🐱 Play with unique pets! Aren't they cute??!!??
🧐 Find secrets in the place! Or maybe just chill...

Sneak Peek: https://devforum.roblox.com/t/livetopia-weekly-sneak-peek (updated 5/21)
Patch Notes: https://devforum.roblox.com/t/livetopia-patch-notes

Thumbs-up 👍 and Favorite ⭐ if you enjoy the game and Follow 🔊 us to get timely updates! 
_______/🔥 Lovetopia 🔥\_______
👍 10,000 Likes to unlock Money Gun! (🔫 unlocked)
👍 15,000 Likes to unlock Lolipop! (🍭 unlocked)
👍 20,000 Likes to unlock Hot Dog Suit!
",4/28/2021,5/25/2021
117,mad city,Town and City,4608084,26,1698192096,1298099,279152,"The boss and gift event has ended! Congratulations to the people who won the rewards!

Welcome to Mad City, where the choice is yours to choose the power of good or evil. Cause chaos in the city streets as a criminal and super villain or join the super heroes and police force to bring justice to the city. With so many heists, the chaos never stops!

Follow the developers on twitter for updates and special codes:
Lead Developer: @Taymastar 
Lead Programmer: @ChiefDaysRBLX @osedaycan
World Builder: @FamedChris & @TheGemini_II
3D Modeler: @Nic10Telf
Official Twitter: @SchwiftyStudios

LAST UPDATE:
🦌Boss Battle
🎁Gift Rewards
❄️Winter Map
☃️More!

Special thanks to these awesome people: 
@TacticalFrosty @rightIess @kiouhei @Mockerii @Ep1cDrew @PixelatedCandy @DevFoxby @ItsAmmon @PerhapzRBLX @FoxOfJulyy",12/3/2017,4/30/2021
118,  ttd 3,All Genres,870225,42,204105216,189837,60647,"🌟 THANK YOU ALL FOR 200M+ VISITS! 🌟

🕺 LIL' OCTANE, AMAZING CUBE, CYBERDYNE SALUTE, DOSIDO, WILBUR DANCE AND 3 MORE EMOTES ADDED! 🕺 

🎤 NEW PROPS ADDED TO THE PROP SHOP! 🎤

Check out our new LIMITED TIME prop: https://www.roblox.com/game-pass/18182358/ (ROCKIN' GUITAR)

➡️ Find more about our update in 'Change Logs' Below! ⬅️

👋 Welcome to TTD 3 👋
TTD 3 is a game based on dancing with friends and meeting new ones! 
We offer over 170+ Emotes that are available from the beginning!

• [Click to Sync] New sync system in testing!
• [/togglesync] Toggle's syncing for you so that other player's cannot sync with you!
• [/refresh] To refresh your avatar while keeping the same position and camera angle!

In-Game Rules: https://devforum.roblox.com/t/1248214
Game Credits: https://devforum.roblox.com/t/1228027
Change Logs: https://devforum.roblox.com/t/1246755",10/2/2020,5/25/2021
119,tank simulator,Military,90416,20,6204135,28711,2295,"Welcome to Tank Simulator! Fight in many different historical tanks throughout time, and become the mightiest tank of all time!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
At least 10% of all the games revenue goes towards charity!
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Support development and give us suggestions for updates by joining Simple Games!
https://www.roblox.com/groups/7312028/Simple-Games-Incorporated#!/about
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙
Please leave a 👍 Thumbs Up & ⭐️ Favorite if you enjoyed the game! And follow the devs at
https://twitter.com/UndoneBuilder
https://twitter.com/NPh_rd
◙▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬◙",10/4/2019,5/24/2021
120,world // zero,RPG,918560,12,116001405,322792,20405,"- World 7 is here!
- Dungeon 7-1 released
- Level cap raised to 95
- Tower 3 coming soon!

🌎 Welcome to World // Zero! 🌎
Choose a starter class and battle your way through 6 Worlds with over 20 unique Dungeons. Defeat fearsome bosses, unlock new classes, collect pets, find rare loot and go on an epic adventure!

🏆 2019 Bloxy Award for Best Use of Tech! 🏆
🏆 2020 Bloxy Award for Most Immersive Experience! 🏆",1/8/2019,5/22/2021
121,[arcane knight + 5x stats] a hero's destiny,All Genres,97260,12,23898220,42919,8047,"Train with friends, battle difficult enemies, and complete challenging quests while working your way towards becoming the strongest! 

Changelog
- New legendary class
- Three new ranks
- Some minor changes to the map and bug fixes

Controls
Z - Train
X - Lockon
N - Equip Sword (Ninja)
Q/E/R/F/C - Abilities
G - Awakening
CTRL - Sprint",3/1/2021,5/22/2021
122,[ super luck ] bubble gum simulator,All Genres,3173187,10,1122492579,919361,119676,"Super Luck Event!
- 🍀 2x Luck
- 💪 2x Mythic
- ⚡ 2x Hatch Speed

🚨 UPDATE 75 🚨
🏆 New Bubble Pass for season 20!
💪 Competitive leaderboards are back!
🥚 New egg in the Shadow Realm (Corrupted Egg)
🐶 16 new pets!
🔥 ??
💰 60% off sale on all gamepasses!
💸 50% off sale on all boosts!
🐰 Easter event has ended! We hope you enjoyed our biggest egg hunt yet
🎮 Bug fixes for gamepad auto-hatch.

Subscribe to the Rumble Studios YouTube channel to redeem exclusive rewards, including a special pet, more inventory space, and free boosts! 👍 Tutorial: https://youtu.be/NweUYpsrS3c

Welcome to Bubble Gum Simulator! Blow bubbles to reach new heights in the clouds. Sell your bubbles or collect coins to buy upgrades! Hatch pets as companions to help you on your adventure.

A game by Rumble Studios.",10/23/2018,5/8/2021
123,warrior cats: ultimate edition,RPG,284074,60,26005454,66142,3667,"🚀MAY 15 UPDATE: Picking up kits, 3 new emotes + much more!

Create your own Warrior Cat and roleplay in this official game based on ""Warriors"", The New York Times best-selling series of fantasy books.

Warrior Cats: Ultimate Edition brings the ""Warriors"" series off the written page and into the Roblox world!

🎨Create your own Warrior Cats, and your own story.
🐾Choose the path of a Warrior, a Medicine Cat, or perhaps even a Clan Leader!
🗺️Explore the Forest Territory and the Clans who inhabit it...
💬Develop friendships, alliances, and identify your foes!
🌟Construct your own story in this immersive environment, and control your own destiny.

⚠️This game is Mobile/Tablet compatible, but may not run well on older devices.

Controls:
Q/E to change speeds.
V to drop held item.
M to open/close minmap
Shift+P to toggle cinematic camera
Animation hotkeys found ingame!

Asset Attributions:
https://devforum.roblox.com/t/warriorcatsrp-asset-attributions",8/15/2019,5/25/2021
124,break in (story),All Genres,2156023,70,853644123,511246,54524,"Move in day! There are white brick balconies, an absence of drapes, nostalgic pictures lining the walls and the smell of new house. A wooden staircase leads upstairs where 12 beds wait lamely for occupants.
 
The night may be stormy, but there are 11 unfamiliar players for you to meet, and a house full of secrets waiting to be discovered. 

Oh, and the murderers. I almost forgot to mention the murderers.

Sincerely, your fren
Cracky4









special thanks to:
roytt - spanish translation 
viridial & korky5000 & resonating - building 
osyris & foryxev - scripting help
docsurrykat - npc design of background characters
samsonxvi & kerfoogle - quality assurance 
simdiggie & splashgameart - animations
defaultio - richtext
devsatwork - house
catfartswithrainbows - kitten
gkku - particles",9/9/2019,5/9/2021
125,[ codes ] demon slayer rpg,All Genres,431854,18,49742922,169703,18860,"Xbox Controls: https://devforum.roblox.com/t/demon-slayer-rpg-2-xbox-controls/767462

[IMPORTANT] This game is in testing, expect some bugs and glitches when playing the game. 

""Demon Slayer RPG 2"" is a fangame on the popular manga/anime series Demon Slayer created by Koyoharu Gotouge.

Slay the Evil Demons of the night or betray humanity for more power. Fight, Explore, and grow stronger as you discover new abilities and techniques. Journey into the night, either alone or with your friends. 

Developers
Higoshi - Project Lead, Programmer
Cuansety/NooberSaures - World Builder
SpectralGames/Dreadful/BenereV2- VFX
Trexori - Mesh Maker
Catcrew - Face Designer
vidgamenate - SFX, Game Design
VastFRX - UI Design

Credits: Sizzorsx (Scripting Help), ELEVAT_R(Hair Models), Globnik (Clothing)
Blotnik (Clothing)
Cycthe (Clothing)

If you wish to turn off the music, type ""!music off"" in chat.

Group: https://www.roblox.com/groups/5126223/Demon-Slayer-RPG#!/about",2/26/2020,5/20/2021
126,zara larsson launch party,All Genres,61264,50,3621023,22543,11441,"Join pop star Zara Larsson at her Swedish lake house for an exclusive performance and Q&A in celebration of the release of her new album, Poster Girl: Summer Edition. The party starts at 4 PM PDT on Friday, May 21st and will re-air throughout the weekend. Be sure to explore the whole Zara Larsson Experience and:  

🛥️ Race boats around the lake

👠 Have a fashion show in Zara’s closet

👗 Dress up your avatar in Zara-inspired merch

🕺 Hit the dance floor with emotes inspired by Zara

Showtimes:
Friday 5/21 at 4 PM PDT
Saturday 5/22 at 1 PM PDT
Saturday 5/22 at 9 PM PDT
Sunday 5/23 at 9 AM PDT

Warning: This launch party contains bright, flashing lights and/or imagery that may cause discomfort and/or seizures for those with photosensitive epilepsy. Viewer discretion is advised.",4/8/2021,5/23/2021
127, work at a pizza place,Town and City,9808246,12,3194895223,2093176,149464,"🤝Work as a team to fulfill food orders.
🏠Use your work earnings to upgrade your house and buy furniture.

👕Pizza place merch and toys can be found on our amazon page. See 'Social Links' below.

Staff
 @RBXZach: Lead Builder
 @MrJesseh, @iStratixRBLX - Community Managers

Contributors
KyleAllenMusic: Soundtrack Composer
 ID0ntHaveAUse: Game icon artist
 @RobloxLocalize, @PeteyK473 - Translations
 @MikeCatSU: Comic and sticker artist
",3/28/2008,5/21/2021
128,2x exp! dungeon quest!,All Genres,1657944,40,1352076561,680431,64884,"⭐2x EXP will last until the next dungeon release!⭐ (This stacks with other EXP boosts)

Lost data? Use in the in game options menu to recover data.

Battle through dungeons with friends to slay the boss that awaits!
Acquire tons of loot and upgrade the gear you get to become powerful and face stronger enemies!

Join https://www.roblox.com/groups/4788489/Dungeon-Quest#!/about to see updates to the game.",9/25/2018,5/21/2021
129,cosmic club roblox,RPG,1610655,55,717527348,257221,26253,"✨ COSMIC UPDATE!
👶 DAYCARE ROLEPLAY UPDATE!
✨ LITTLE ROBOTS UPDATE!
🏠 ROLEPLAY FAMILY HOME UPDATE! 

Club Roblox is a world of possibilities! 👶 Adopt a baby 🏠 Build a home 🐶 Adopt a pet 🎳 Play loads of mini-games and 🎫 Take part in weekly events!
---------------------------------------------------------------- 
🏆 https://www.roblox.com/My/Groups.aspx?gid=3250407
---------------------------------------------------------------- 
Please give a Thumbs Up & Favourite! 
---------------------------------------------------------------- 
[Bonus] 💎 Join Block Evolution Studios for promo codes!
---------------------------------------------------------------- 
Developed by Block Evolution Studios ©
",7/12/2019,5/22/2021
130,ragdoll engine,Comedy,3243976,40,1568015448,791300,119072,"a realistic ragdoll physics game

Press F to toggle ragdoll (X on Xbox)
Press T to toggle perspective

as of right now, i am remaking this game. https://www.roblox.com/games/4082195930/Ragdoll-Engine-Experimental

Known issues: 
entering ragdoll state once in R6 rig will break tools. re-equipping the tool will fix it",7/4/2018,10/18/2019
131,  street races!   car dealership tycoon,All Genres,926332,12,387174419,226614,34853,"❓ In Car Dealership Tycoon you build and customize your own car dealership with cool cars and colors! Drive and role play around the map with your friends! Earn money by driving, racing cars and having cars equipped on platforms in your dealership! ❓

👍 Leave a thumbs up! New code at 250K likes! 200K likes code: ""ThumbsUp""! 👍

⭐ Gain 25% more money from dealership and driving with Roblox Premium! ⭐

🎉 NEW UPDATE RELEASED! 🎉
🏁 3 new races!
🚗 3 new cars!
🚘 3 cars revamped!
🔧 Fixes & improvements!

🎬 Check out the update trailer on YouTube! 🎬

🚗 Join Foxzie's Productions for a FREE car! 🚗
https://www.roblox.com/groups/3955051/Foxzies-Productions",3/27/2018,5/25/2021
132,the wild west,Western,915283,30,101040115,319169,49077,"🔧 EARLY ACCESS | SHUTDOWN = UPDATE
NEWS: The game is free forever! Data has not been wiped.

🤠 Welcome to The Wild West! Become a seasoned explorer, hit gold in the Mountains, or take for yourself and steal as an Outlaw. Stalk rare prey as a hunter, or live the law and hunt Outlaws for a reward. The experience is yours to make in this Western themed adventure RPG. Will you become the next legendary Cowboy?

⭐👍 If you'd like to support us please like and favorite the game!

🔔 Remember to hit the FOLLOW button to get notified when we release new updates.

Check our Social Links and join the community for updates on the game!

Rules and Guidelines: https://devforum.roblox.com/t/-/1234273

NOTE: VIP servers have reduced loot values for fairness.",9/5/2018,5/25/2021
133,kat!,Fighting,2484456,16,587740811,793364,109270,"NOVEMBER 2020 LATE HALLOWEEN UPDATE (10/11/2020)

+ New Gamemode, Murder! ★
+ 3 New Maps! (Hospital, The Office, Studio)
+ A Hidden Exclusive Halloween Knife.. 🎃
+ Many QoL Changes & Bugfixes.
+ New Taunts, Gear, Pets, and Knives!
+ Shotgun Revolver & Old Halloween Items are on-sale!
.. and more!

A big thank you to the awesome people that made this game possible: TrustMeImRussian, nettimato, Mii_BrawIer, GesaffeIstein, Rastamypasta, 2Hex, PastaFTW, Programmables and Locard!",1/21/2017,2/13/2021
134,flee the facility [beta],Horror,6775936,5,2455494886,1513129,119383,"RUN, HIDE, ESCAPE! Run from the beast, unlock the exits, and flee the facility!
This game runs well on phones, tablets, PC, and Xbox.
Now translated to French, German, Korean, Chinese (Simplified), and Chinese (Traditional)

👥 Join the group: https://www.roblox.com/groups/group.aspx?gid=3182154 
🐦 Follow on twitter @A_W_Apps to stay up to date on what's new and coming soon 

⭐CREDITS⭐ 
Lead Developer: MrWindy (twitter: @A_W_Apps) 
Thumbnail Artist: KongfuDojo (twitter: @KongfuDojo) 
Item Designs: AvidAethon, magicmage12345, Quaadra, MrWindy 

📄 Latest Update [4/11/21]
-Minor changes to the anti-cheat. Should have less false positives for laggy players now.
[4/10/21]
-Updated no clipping anti-cheat to kick players using hacks. Hacks are not fair to other players who just want to have fun playing a game.
[2/12/21]
-Fixed a bug with trading in the trading post.",7/1/2017,4/12/2021
